1,small_airport
2,heliport
5,small_airport
6,small_airport
7,heliport
8,heliport
9,heliport
12,small_airport
14,closed
16,heliport
17,small_airport
18,medium_airport
19,small_airport
20,closed
21,heliport
22,large_airport
23,small_airport
24,heliport
25,heliport
26,small_airport
27,small_airport
28,small_airport
29,closed
30,small_airport
32,heliport
33,small_airport
34,closed
35,small_airport
36,closed
37,small_airport
38,heliport
41,closed
44,small_airport
45,closed
47,medium_airport
48,medium_airport
49,small_airport
50,heliport
53,heliport
54,closed
55,small_airport
56,heliport
57,small_airport
58,small_airport
59,small_airport
60,small_airport
61,closed
62,heliport
64,small_airport
65,medium_airport
66,small_airport
67,heliport
70,medium_airport
71,small_airport
72,small_airport
73,closed
74,closed
75,small_airport
76,small_airport
77,heliport
78,closed
79,small_airport
80,seaplane_base
82,small_airport
83,closed
86,heliport
88,small_airport
89,small_airport
90,small_airport
91,small_airport
92,heliport
93,small_airport
94,medium_airport
95,heliport
96,heliport
97,closed
98,heliport
99,small_airport
100,heliport
101,closed
102,closed
103,small_airport
105,heliport
106,small_airport
107,closed
109,medium_airport
110,small_airport
111,small_airport
112,small_airport
113,heliport
115,small_airport
117,small_airport
118,small_airport
119,small_airport
120,closed
121,small_airport
123,heliport
124,small_airport
125,small_airport
126,small_airport
129,heliport
131,small_airport
132,small_airport
133,small_airport
134,seaplane_base
135,seaplane_base
136,small_airport
137,small_airport
138,heliport
139,small_airport
140,heliport
142,heliport
144,small_airport
145,heliport
146,heliport
148,heliport
150,closed
152,small_airport
153,closed
154,small_airport
155,medium_airport
157,heliport
159,small_airport
160,small_airport
161,small_airport
164,small_airport
165,heliport
167,small_airport
168,small_airport
170,heliport
171,closed
172,closed
173,heliport
175,small_airport
176,small_airport
177,heliport
178,medium_airport
179,small_airport
180,heliport
181,small_airport
182,small_airport
184,small_airport
186,small_airport
187,small_airport
188,small_airport
189,closed
190,medium_airport
191,closed
193,small_airport
194,small_airport
195,small_airport
196,heliport
197,small_airport
198,closed
199,heliport
200,small_airport
201,small_airport
202,heliport
203,small_airport
204,closed
205,small_airport
206,small_airport
207,medium_airport
208,medium_airport
209,small_airport
211,small_airport
212,closed
213,small_airport
214,heliport
215,small_airport
216,heliport
217,small_airport
218,closed
219,seaplane_base
220,closed
222,small_airport
223,closed
224,heliport
225,heliport
226,small_airport
227,small_airport
228,small_airport
229,small_airport
230,medium_airport
231,closed
232,heliport
233,heliport
234,medium_airport
236,closed
238,heliport
239,small_airport
240,small_airport
241,small_airport
242,heliport
243,heliport
244,small_airport
245,small_airport
246,small_airport
248,small_airport
249,medium_airport
250,heliport
251,small_airport
252,heliport
253,medium_airport
254,heliport
255,heliport
256,small_airport
257,small_airport
258,heliport
259,small_airport
260,small_airport
261,small_airport
262,small_airport
263,heliport
265,small_airport
267,small_airport
268,small_airport
269,small_airport
270,closed
272,small_airport
273,heliport
274,small_airport
275,closed
276,small_airport
277,medium_airport
278,small_airport
281,small_airport
282,small_airport
283,small_airport
284,heliport
285,heliport
289,small_airport
290,small_airport
291,small_airport
292,small_airport
294,small_airport
295,small_airport
296,closed
297,heliport
298,closed
299,small_airport
301,small_airport
302,closed
303,small_airport
304,heliport
305,heliport
306,small_airport
307,heliport
308,small_airport
309,small_airport
310,heliport
311,heliport
312,small_airport
313,small_airport
314,medium_airport
315,small_airport
316,small_airport
317,heliport
319,small_airport
320,small_airport
321,small_airport
322,medium_airport
323,small_airport
324,small_airport
325,small_airport
326,heliport
328,medium_airport
329,small_airport
330,small_airport
331,small_airport
332,closed
333,small_airport
336,closed
337,small_airport
338,medium_airport
339,heliport
340,heliport
341,small_airport
342,heliport
343,small_airport
344,heliport
345,small_airport
346,small_airport
349,small_airport
350,small_airport
351,heliport
352,small_airport
353,small_airport
354,small_airport
355,small_airport
356,heliport
357,heliport
358,heliport
360,medium_airport
361,small_airport
362,small_airport
363,heliport
365,small_airport
366,small_airport
370,small_airport
371,closed
372,small_airport
373,heliport
374,small_airport
377,small_airport
378,small_airport
379,small_airport
380,small_airport
382,medium_airport
383,closed
384,small_airport
385,heliport
386,small_airport
387,heliport
388,small_airport
389,closed
390,small_airport
391,heliport
392,closed
393,small_airport
394,heliport
395,closed
397,heliport
398,heliport
399,small_airport
401,small_airport
402,small_airport
403,small_airport
404,medium_airport
405,heliport
406,small_airport
408,seaplane_base
409,seaplane_base
410,heliport
411,closed
413,small_airport
414,closed
415,small_airport
416,small_airport
417,heliport
419,seaplane_base
420,small_airport
421,small_airport
422,small_airport
423,closed
425,small_airport
426,heliport
427,small_airport
428,small_airport
429,small_airport
430,small_airport
431,small_airport
432,heliport
433,closed
434,small_airport
435,small_airport
436,heliport
437,small_airport
438,small_airport
439,closed
440,small_airport
441,heliport
442,small_airport
443,small_airport
444,small_airport
445,small_airport
446,heliport
447,small_airport
449,closed
450,medium_airport
451,heliport
452,heliport
454,heliport
456,heliport
457,closed
458,heliport
459,small_airport
460,small_airport
461,seaplane_base
462,small_airport
464,small_airport
465,small_airport
466,small_airport
469,small_airport
470,small_airport
471,seaplane_base
474,small_airport
475,small_airport
476,heliport
477,small_airport
478,small_airport
479,closed
480,closed
482,small_airport
483,small_airport
485,large_airport
486,heliport
488,small_airport
489,small_airport
491,small_airport
493,small_airport
494,heliport
496,small_airport
497,small_airport
498,closed
500,heliport
